Road,Progress_m,RelativeElevation_m,LocalTurning_K_deg,LocalSlopeVariation_G_deg,Dstar_m,ValidForCorrelation,IsAdaptiveWaypoint,RoadEndWindowClass
A,452.583338937911,43.4342500577679,0.664124773766698,0.85423962038896,8.03295934304828,1,1,FullD0Window
A,454.593111247876,43.6148512795553,0.713375309050853,0.716145100089429,8.02897489583364,1,0,FullD0Window
A,456.601748623074,43.7860979122322,0.762826207227763,0.616922081799529,8.02501701239947,1,0,FullD0Window
A,458.609493586172,43.9517158099669,0.812510847168832,0.533316439948615,8.0208157786019,1,0,FullD0Window
A,460.616298280959,44.1121831926195,0.873160576703008,0.432995711817941,8.01652482870202,1,1,FullD0Window
A,462.62208614371,44.2676156540607,1.20437578372359,0.33016701288002,8.01215790969053,1,0,FullD0Window
A,464.626765635474,44.4178968416948,2.08196824045913,0.261129526306916,8.00784437409374,1,0,FullD0Window
A,466.630309364774,44.5637336132485,3.16514510805975,0.277891110126864,8.00619491967103,1,0,FullD0Window
A,468.632823109661,44.7077092798083,3.95829821971453,0.341118123496163,8.00827017590223,1,1,FullD0Window
A,470.6342440534,44.8500970712034,4.30932561584191,0.394130257859842,8.01341641202384,1,0,FullD0Window
A,472.634610009567,44.9912101350826,3.78218429860881,0.425796036727269,8.02012141191278,1,0,FullD0Window
A,474.636504284445,45.1306541710733,3.00569643380857,0.401193647051699,8.0238889676732,1,0,FullD0Window
A,476.641093285563,45.2657553311739,3.68724808793602,0.362698138083327,8.02364134141345,1,1,FullD0Window
A,478.647660465424,45.3971544811052,5.92315998758856,0.365269419036202,8.01968598804569,1,0,FullD0Window
A,480.65473142148,45.5253630334674,8.77797306200837,0.381886228624249,8.0163140037057,1,0,FullD0Window
A,482.660393252118,45.6509209674788,11.7457204673809,0.394732904440844,8.01473852499521,1,0,FullD0Window
A,484.664734626977,45.7743854728116,13.5205457350238,0.384208519559378,8.01345630922532,1,1,FullD0Window
A,486.66734645347,45.8950828257634,13.2812520443232,0.312560106580121,6.01084448273252,1,0,FullD0Window
A,488.671045425186,46.0116367740035,12.2822823842842,0.216718306097807,6.00961923320733,1,0,FullD0Window
A,490.675131777113,46.1247715772059,11.381992540603,0.15532863862363,6.00872352755414,1,0,FullD0Window
A,492.678190936202,46.2351467164962,10.1010944033082,0.113243579930912,6.00939727701518,1,0,FullD0Window
A,494.680664658393,46.3434701896341,NaN,NaN,4.00692355482425,0,0,RoadEndExcluded
